淘宝社区	120717.73529411765
淘宝直播	126053.98907103825
阿里博客	126172.81188118811
淘宝橱窗	127485.46017699115
聚划算	127970.53898305085
直通车	136624.1224489796
淘宝搜索	136733.24137931035
